Sentence,Emotion
이승엽 선수 2년만 더 뛰어주세요,행복
결국 말씀드려야 옳은 일일까요?,공포
진실을 말하려는 증인의 입은 막고 변명에 급급이게 이 나라를 말아 먹은 매국노들의 모습이지이름도 하필이면..퉤퉤,혐오
뭐가진짜지ㅎㅎㅎㅎㅎㅎ,중립
정말 의미없는 승리,중립
자백 안 해도 그동안 나온 증거만으로도 무기징역감이다!,분노
근데 외국이 이제 우리나라 말들어???,놀람
참ㅡ뱀같은 사람이구만ㅎㅎ,혐오
24시간어린이집은 어떤애들이 가는곳인가요?,놀람
드라마에서 자주봤던 배우인데이름을 모르겠네여ㅠ,공포
사장님이 좀 많이 무서우셔서 사실대로 말 하려고 햇는데 ㅠㅠㅠ,슬픔
제가 오빠를 좋아한건 94년 오빠가 데뷔했을때죠!,행복
얼른 비가그쳐 생존자를 한명이라도 더 구할수있었으면 좋겠네요ㅠ,슬픔
원호 형님 형님이 올해 우리팀으로 온다고 해서 얼마나 기뻤는지 몰라요,행복
아마 병원에서 정자를 다른사람것을 넣은거같아요..,슬픔
국민이 없으면 기업도 없다.,분노
어제 너무 슬펐어요 ㅜㅜ,슬픔
대통령이 사임결정하면 모든게 순리대로 되는데 대통령은 아무런 결정을 하지 않고 말장난만 하고 있습니다,분노
마운드에 그의 모습은 정말 멋있다..,행복
아...윤균상이라니...이건 정말 신의 한수예요!!,행복
호감리플 죄다 메갈이 점령했네,혐오
우리나라 제품은 가격이 너무 초초초프리미엄이야..,슬픔
사고치가 쫒아내는거겟지 조만간 기사뜬다,중립
공짜돈 쓰는게 임자입니다,중립
이런관계로 사귀게된다면 좋아질수있을까요?,공포
모두가 행복한데 왜 저 혼자 불행한걸까요?,슬픔
이제 병장됫고 5월달전역인대점점..,공포
왠지 저적설량 바뀔것같은 기분은 뭘까 ;;;;,공포
넌싸이안하니깐이거볼일정말업겟지군생활마니힘들지.....,슬픔
중국도문제 있지만 알밴생선은 진짜 나도먹으면서 걱정되긴하더만~,공포
대한민국 역사에 정말 큰 오점이자 수치 ㅉㅉ 징하다 아직도 안 꺼지고 버티고있고…그만 좀 합시다,혐오
기저귀에 오줌 많이 싸면 원래 옷이 축축해 지나요?,놀람
야 기분조타~~~~,행복
얀센은 뭐지 네덜란드득점왕 출신이라 주급이낮네...,놀람
제발 그만 생각 났으면 좋겠어요,슬픔
아...답장 뭐라고 올지 너무 떨린다...,공포
니 존재자체가 부당해!!!,혐오
귀돌린~선수들이랑 팬들은 고개를 돌림~ㅎ,혐오
검찰 해경은 이제 우짤겨 쓰레기집단 다 물갈이 해야지될낀데,혐오
바보는아니지 ㅋ 그래도 역사나 상식부분에서 은근 강자던데,놀람
수신확인목록까지다 삭제가되있어서 걱정이되가지구요 ㅠㅠ,공포
김재규가 아른아른,중립
날씨도 미친거지..,분노
기발한제품 개발해서 팔면된다는 뜬구름잡는 소리나 하고 자빠져있는 어떤 엠뵹할 뇬 이랑 비교되네요,혐오
지 자지를 여자가 만져주면 좋아한다고??,놀람
제가 강박신경증 환자입니다,슬픔
이남자가 언젠가 저한테 후회해서 먼저 연락이 올까요?,슬픔
탄핵반대하는 새누리당 니들 돌멩이로 맞는다?,혐오
이제와서 포기하기도 그렇고 정말전 어떡하면좋은가요....,슬픔
투표로 대상을 결정하면 중견연기자는 평생 못받을거다,슬픔
왜 단속하는데 18,분노
짱개가 한국한테 감놔롸 배놔라 하는 것도 당신들 전라도 촛불 세력들 덕분 아닙니까???,분노
월급이요?,놀람
아니 무슨 유치원부터 지금까지 어떻게살았는지 다캤네?,놀람
여자가 애낳는기계냐? 존나기분더러운데 가임기여성수를알면뭐할껀데 존나어이없네,혐오
잠깐만 여왕이 졌다고???? ㅋㅋㅋㅋㅋ,놀람
만득이한테 설렐줄이야,놀람
그것도 이제는 기억이 가물가물,공포
기상청접어라 아예 너희들 무슨자격으로 일하냐,분노
저희아가는 어린이집에안보내고 제가 집에서보고있는데 다른 엄마들은 17개월아가랑 뭐하고노세요??,공포
횟불로 보수를 불태워라. 누가 사주했지?,중립
이건 설마 펜팔인ㄱㅏ요??,놀람
"사법고시 부활시키고 학원, 개인 과외 금지시켜라",분노
정말 감동적이었어요ㅠㅠ갓예진 연기력도 외모도 짱!!,행복
이완용으로 개명해도 어색하지 않겠어,분노
하 우울한주말이네요,슬픔
푸틴 성님 바다한가운데 보트에 구멍뚫어놓는것도 기발했는데 또 볼수있겠군.,중립
뭔개망신이여 어이.,혐오
정말 국내에선 박병호나 손아섭이라는 톱타자보다 못했으나 국제경기에 가면 상당히 강했나보네~ 내년시즌 김현수 기대해도 좋다.,행복
어차피 저런 문화도 국민성이 있어야 나올수있는 행동아닌가?,놀람
스타1하고 오양은 IMF때 대한민국을 다시 일으킨 숨은 공로자임.,중립
어느 책에서 읽었는데 귀여움이라는건 단순한 어떤 감정이 아니라 하나의 압박이라고,중립
드라마나 실컷 봐라 이 등짝아,분노
중국애들은 얼굴에 때가 좀 많지 않아?,혐오
나라 전체가 정신병동,분노
연아선수!!! 화이팅!!!ㅎㅎ,행복
솔직히 이런 상황에서 안정적으로 착륙하는 기장님들이 대단하다고 느껴진다..,행복
이래서 펜대만 굴리는 애들 밑에 있다가는 그냥 개죽음 이라니깐.,혐오
세차를 못하네 저인간들땜에,혐오
아 세월이여,슬픔
노래도 안지영이 작사 작곡도 안지영이 그럼 우지윤은 역할이 뭐냐?,중립
여자친구랑 헤어질때 진짜 세상에서 안좋게헤어졌는데스토커ㅈ소름 그런소리들으면서까지 한달동안 잡았는데 후폭풍올수가있을까요?,공포
천사에서 악마까지 3개월 남으셨네여,혐오
박영수 특검 대단해요^^^,놀람
근데사람을또면접본다는거에요,공포
안볼란다.,혐오
별 세개 기업도 부자인데 왜 로켓 못쏴?,공포
일본에 통제받는 윤병세와 반기문....외교관 출신들은 강대국에 비위맞추는 간신배들이다!!,혐오
제가 예민한 건가요?,슬픔
대를 위해서는 소가 희생되어야 할 때도 있다.,중립
추울때까지 추운게 아니다.,중립
캬 맹구팬 냄비 글라스!!!!!!,놀람
송중기 방귀 냄새 독할거같아,중립
응 애플쓸꺼야 이제부턴,중립
고양이 많은동네에 사는 사람들은 밤에 고양이 울음소리에 잠을 못잔다.,혐오
역시 멍청한 촛불이 엉뚱한데를 조준했구만 ㅋㅋ 국개를 조준해야하는데,중립
뭐 그래도보는사람이있으니까 살아남는거겠지,중립
살빼야겟죠...,슬픔
원래 다 이런건가요??,놀람
라멜라빼구 전 선수가 오게티없는경기엿지,중립
올해의 한국영화는 국내 반응으로 따지면 곡성이고 해외 반응으로 따지면 아가씨.,중립
억지로 밖그네 옹호하지마라 ~,중립
10년 전부터 그림 표시하라고 했던걸 흡연율 떨어질 까봐...,분노
그 가면을 이제 벗으시오,중립
"너무 조급해 하지 말고,선수들은 차근차근 연습으로 준비하고 팬들은 변치 않는 열성으로 뜨겁게 응원하면 V3는 우리의 것이 될 것입니다...",행복
똑딱이보단 박경수같이 한방있는 선수가 좋을거 같은데 국제대회는 한방이 중요하다,중립
민희야..너 왜이러니..,슬픔
힘들어하는 친구의 모습을 보면서...,슬픔
정치인들은 다 기회주의자들인거 몰랐냐??,혐오
o자 다리 많이 심한가요?,공포
한국 재벌들은 기부가 아니라 give하지 정치인에게,중립
요즘은 냄새맡으면 더배고파지는거같아요ㅠㅠㅠ,슬픔
그전에 니놈 먼저 찾아내 처형할듯 ㅡㅡ;;,혐오
대박????????????,행복
해명이 아니라 변명도 아니고 괴변이네?,혐오
두테르테형 진짜 대단하다!!,행복
헤어진지 10개월상대방 프사보니 제가 옛날에 찍어준 사진이네요,놀람
님들 바쁜데 일단 미안합니다!,슬픔
방안을 강구하지말고 반드시 몰수해라 알거지 만들어라!!,분노
우주의 힘을 빌어서 하야시키기 좋은 날,행복
북한사형당한 장성택 김기춘 둘이생긴것이 똑같네,혐오
경헌호 3억.....올핸...,놀람
짝퉁 짱개가 소송? ㅋㅋㅋㅋㅋㅋ,놀람
무조건 빨리빨리 무조건 대충대충하다 사단나는 인재,분노
오로지 늬년놈들 jot대로 해야만 하게.,분노
춥다 엉덩이가리는옷 입어야됨,중립
"한국 외교부도.. 공식적으로 통보해라.... ""하나의 중국을 인정하지 않는다""",분노
올해 최고의 병신맛 기사로 남을듯,혐오
하지만 괜찮아요!!!,행복
평생모으지도 말고 다 써야 한다는건가..,슬픔
제발 조언 부탁드려요,공포
그래 울 엄마가 아빠한테 맞아도 내 누이가 그들 남편한테 맞아도 내 딸이 사위한테 맞아도 당연하다는거지?,분노
최순실 관련 연예인 누구야??,놀람
으 술조절못해서 객사라니 안타깝다..,슬픔
남편은 박그네 지지하고 마누라는 콜라텍가서 흔들어 제끼고 아주 개콩가루집안이네 ㅋㅋ,혐오
우와 아베멋있다.,행복
루이야 내가 마이 보고시포 ㅠ,행복
보는데시한폭탄같같다,공포
그나마 일본 법으로 다룰수 잇는거에 감사합니다,행복
생각보다 별로안나왔네..? 근데 돈아까워^^,혐오
랩을 잘 알지도 잘 하지도 못하는게 겉멋만 들어서 래퍼는 멋있어 보이니깐 하고는 싶고.....,혐오
이걸 따로 학원가서 배운다고? 헐,놀람
부럽다 수십개 달리던데.,슬픔
탄기국 시위 가야겠다.,중립
리더십은 좋지만 너무 자신의 주장이 강해,혐오
많이 아프진 않을까요?,공포
쥐구멍에도 볕 들 날이 있다. 찍찍이 홧팅.,중립
팽킹라이킹 생각나네,중립
츄갛해요!!!!!!!,행복
신화는 진짜 신화다ㅋㅋㅋㅋ13집이라니,놀람
냉정하지만 이것이 솔직한 속내이고 현실이다!,중립
이제 병사를 마구 찍어대는 시대가 오겄네요,공포
이러다 연인 사이 들통 나면 혼난다,혐오
허리가 끊어지네요.ㅠ,슬픔
사스가 땅콩항공,중립
Sbs 이럴려고 방송했나?,놀람
고영태 멋지다 금메달감이다,행복
양심없냐 싸가지없는년,분노
대한민국 사법정의를 바로 세우기 위해 밤낮없이 일하시는 법관님들 존경합니다. 화이팅,행복
늦잠자서 회사에 늦었다고 데려가 달라나;;;;,공포
쪽발이들이 어떻게 나오든 콧방귀도 뀌지마라,분노
배경이 고구려인데 왜 현대어를 쓰나요!!!,분노
다들수고하셧어요,행복
미안하다 우리가 승리다,행복
다욧한다고 식이 조절한지가 꽤 돼서 감이 안잡혀요ㅠ,슬픔
이분도 뒤에서 무당이 조종 하는듯..,놀람
어차피 아이폰망햬서 어떻게하든 삼성이이득,중립
저런것들을 잡아다가 총 칼이난무하는 시리아에 보내자,분노
블랙리스트???? 좀더 알아봐여. 하두 조작을 많이 해서 믿을수 있어야쥐. 언론도 검찰도 이제는 믿을수가 없네여. 국정농단 테블릿피씨 조작된거 확인되었는데 이미 고발까지 한 사안인데 이건 언제 조사하나여????,놀람
저처럼 이런증상이신분 잇으세용?,공포
이래놓고 나중에 지가 사형 당하는 거 아니겠지? ㅋㅋ,놀람
사악한 똥센징들 곧 7.0 지진온다,분노
렌즈 빼고 민낯 셀카 찍어봤는데대박...못생겼어.,놀람
왜 성추행 당한 칠레 학생보다 반한 감정을 먼저 걱정하는 거죠?,놀람
일욜부부모임하는데 꼭 잘안풀리는부부들보면 대통령개거품물고욕해요~~그모습아 정말발아래로보이드만~~~★,혐오
성범죄는 뿌리를 뽑아야한다,분노
지탱할힘이 없어서 밑으로 애기가 내려와서 미숙아 낳을가능성이 크다고 얘기를 들은적이 있어서..ㅠ,공포
말주변도 없어서 잘 포장해서 말할 자신두 없어요.;;,슬픔
다른 방송사에 찍었으면 우수상 받을 애들이 여기서는 대상후보네,혐오
야구는 어디서 하든 똑같다는말 멋지다.,행복
당황하니 전라도 사투리 ㅋㅋㅋㅋㅋ,행복
"이성이 없으면 알지결국 알콜중독, 주변사람 피해, 건강, 돈 낭비지켜보는 사람은 고문수준",슬픔
그동안 대중교통을 타도길거리를 걸어도노래를 들어도술을 마셔도눈물이 주륵주륵 났는데이젠 보고싶긴 해도눈물이 안나네요...,슬픔
밥먹고 놀아라 맹구들아,혐오
"도니오빠에 어색함을 내가 사랑으로 감싸줄게요ㅠ,ㅠ",슬픔
죄송한질문이긴한데...,슬픔
기가 쎄셔...무섭당 ㅎㅎㅎ이게 나라냐,분노
kbs는 슬그머니 박통을 감싸주네,분노
개꼬시다 진짜 ㅋㅋㅋㅋ,행복
그리고 이번대회 갈께요..ㅋㅋ,행복
반만뛰고 20홈런이면 풀타임은 ㄷㄷ;;,놀람
지금 남자친구가 참 좋은데 결혼하기에 앞서 시댁이 두곳이라 망설여지네요.,공포
나중에 구글이라는 국가가 만들어질듯..,놀람
부러우면 부럽다하면 되는거지 ㅋㅋ 웃긴놈들일세,혐오
한일양국에서 동시에 여성살해사건이....,공포
세상에 주영이 군대보내고벌써 일년반이지났다니..,놀람
부산가는사람만 보게해야지,중립
빨리빨리 탄핵하고 조용히 좀 살자~,혐오
정말 고민중입니다,공포
ㅋㅋㅋ지애미한테 맨날 고졸이라고 놀리더니 유라는 중졸이네^^,행복
하루에 한번씩와이프가 청소하는데 그냥 쓸고닦고가 아니고 대청소합니다.,놀람
신규직업 포켓몬 트레이너,중립
엘지의 1선발~~허프~호프~기프(쁘) 내년에도 기대가 크다.,중립
닭대가리 대려가~,혐오
하는행실이 어쩌면 수실이하고 똑같냐.,혐오
솔직히 오늘도 그렇게 추운 수준은 아닌 것 같음,중립
다른 휴가 짤리신분들....힘내세요.....곰신분들도힘......ㅠ_ㅜㅠ_ㅜ_ㅠ__ㅜ_ㅜ,슬픔
노무현때가 하하호호 거리고 살기 좋았다,슬픔
헐?10대도 아니고 70대나??,놀람
시리아 수비도 못뚫는데 월드컵에서 잘할수있을까...,공포
여자 일급알바 할만한게 뭐가있나요 ?,공포
대통령이 젊은것도그의 사생활 따위 신경쓰지 않는 것도부럽다..,슬픔
몰락한 보수의 패배다.,중립
순식간에 지나갔습니다,중립
졸라 한가한 새뀌들....,행복
진짜 친박인지 뭔박인지 두개골 터져서 우동사리가 튀어나올때까지 대가리 벽돌로 찍어버리고 싶다,분노
모든 국민은 그들의 수준에 맞는 정부를 갖는다 -정치학자 알렉시스 드 토크빌,중립
헬조선에서는 외국인이 지방 관광 다니면 큰일 난다니깐. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,놀람
생긴거바라 진실되게 생기질 않앗잖냐,혐오
중국이 진짜 민폐네..,분노
안어울리지나!!,분노
저 여자에요 여자..,공포
입만 열면 거짓말 뭘 믿겠나,혐오
크라운제이랑 싸운게 아니고 제작진과 싸운거라니..,놀람
앞으로 저런사람들보면 어떻게해야될까요.0,공포
괜찮은분 같아서 괜히 조급해지네요 ㅜ,공포
애플은 위대하다. 고 스티브잡스 존경합니다,행복
댓글 에 대답 해주시면 감사하겠습니다!!!!!^^,행복
교회 11조 카드로 가능한가요? 진심 궁금 하내,중립
그때는 연애설 굿판 딸있다,놀람
새해 첫날부터 수고 많으십니다!,행복
정은아 한번더 핵쏴라 히로시마 에다가 순삭 시켜라,분노
여기 쿵쾅이들 왜케많음 ㅎ,중립
꽃뱀에게도 전자발찌를 2,혐오
근데 어떻게 시작해야할지 모르겠어요..,공포
막 이러는데형돈씨는 왠지 친근감있고 뭔가 알았던 사람 같으니 패스앞으로도 쭉 지켜보겠습니다흐흐,행복
일목타령이 제일 웃기네 ㅋㅋㅋㅋㅋ,행복
지금도 부엌에선 갈비냄새가 풍겨오고 있습니다.,행복
마동석 총각예요???,놀람
성년의날 이벤트로 자유이용권 만원에 판매한다네요!!,행복
부모님집에서 살다가 쫒겨났어요.,공포
진짜 내일없이 경기하는듯...,중립
뭔 뜬금포여 이게?ㅋㅋ,놀람
나라꼴 잘 돌아간다.. 정치고 경제고 교육이고 죄다 저 년이 좌지우지한거네,분노
어디에서 지우는거냐,분노
크 배운신분들,행복
이래서 외교에 영원한 우방이란 없다고 하는거지.,중립
난 무도만의 콩트 되게 좋아요,행복
아마 아무도 지쳐있는 날 모르겠죠,슬픔
연기들 너무잘하고 안재현 짱!,행복
그런사람 되고싶다.,슬픔
잡을만큼잡았고 더는 안되는거 알고여기글들처럼 재회는 개뿔 없을거에요.,혐오
얘기를 너무 재미없게하고 무슨말을 해야할지 모르겠어..,슬픔
(전 차임) 헤어진지 아직 일주일 안 됐구요,슬픔
진정아빠다ㅠ 진정한 아빠,행복
수유텀이랑 분유량땜에 고민이네요;;,공포
싹쓸이 해가는 짱깨한텐 찍소리도 못하고 자국민들 알 밴 생선 쳐먹지 말라네 ㅋㅋㅋ,분노
청문회 증언해도 다 위증이라고 할거면서 왜하는거임?,분노
니들이랑 비교도 안되는 훌륭한 학생들이다,행복
기상캐스터들보면 진짜 생각이 없어보입니다.,혐오
암튼 김치냔들이 문제여~~~~,혐오
저차 수입해온인간 제정신이냐,혐오
총 쐈다고 해서 동영상 보니...바다에 조준하고 쏴더라 ㅉㅉㅉ,혐오
혹시 설날 서빙 할때 손님 많이 올까염???,공포
3년이면 볼장 다 봤겠구먼,중립
댓글 50대 이상 사십삼 프로,중립
이젠 무섭다,공포
위로좀 해주세요,슬픔
노력이 대단합니다. 어린나이지만 존경스럽습니다. 새삼 반성하게됩니다.,놀람
대학생이 생각머리하곤,혐오
내가 이럴려고 댓글 쓰고 있었나..자괴감 든다,분노
이혜훈 보단 조윤선이 낫네,중립
얘 등록했으면 큰일 날뻔했네,놀람
한국에선 9개월간 부자가 되지않음 이루어질수가 없다,슬픔
성동일 형님 천지호 시절 개빡친 연기 하는줄,놀람
이제 홍대가면 놀이터쪽 지나가기도 싫다,혐오
생각보다 더 어렵네.,슬픔
전라도에서 올라온 숫자는 빼라!,분노
이게 팩트라면 애플 휴대폰 사야겠다,놀람
생각이없나 윗대가리늘은,혐오
"삼국시대부터 관청이름, 행정조직이름 다 방위작명했고 방위로 대략의 위치를 짐작할수있으니 얼마나편리한가?",행복
전복 이름 지어준거 겁나웃김ㅋㅋㅋㅋㅋㅋㅋㅋ 마이클이라닠ㅋㅋㅋㅋㅋㅋㅋ,행복
분명 아까 방금전까지만 해도 60미리라고 했다...,혐오
진짜 댓글 안남기는데 야이년아 나가라제발 철판도 두껍네 뭔이런 OOO이 다있네,분노
나이차이가 나는 편이라 원래 그런건가 싶기도하고..,공포
어렸을때는 별 생각없었는데남자친구랑 잘때나 학교엠티같은거갈때 진짜 너무 심각하게 스트레스입니다ㅠㅠㅠ,슬픔
난 저 전문기관이 궁금해,혐오
좌익이라 주장하는 새끼덜 아갈 싸물 주제가 등장 엌 ㅋㅋㅋㅋㅋ,분노
당장 끌어냅시다,분노
메.찾.사 를 개설한지 5주년이 됐네요 !,행복
<통증으로 아파하는 그녀>축하드려요~!!!!,행복
코레일은 소문 처럼 쓰레기 기업이네,분노
누가 해먹든 해먹는 놈만 바뀌지.,분노
이 썩을 경유차가 문제야 문제,혐오
삼성프런트가 의욕적으로 움직이네.,놀람
난 그 오토바이가 사람칠라고 달려드는 장면이 제일 어이없었음,공포
항상 하는 일 잘 되시고...요리 쉽게 하시는 법 알려주셔서감사합니다.,행복
"중국이 인구빨로 힘을 키우긴 했지만, 이런 식이라면 영원히 전세계 어딜 가도 무시당할 수 밖에 없다.",혐오
프랑스에 누가 갔을까 ㅋㅋㅋㅋ,중립
6억대 연봉..,행복
미친것들 시바 욕티나와 거지같은것들,혐오
인간도 동물인데 다른 동물보다 똑똑해서 맘대로 정하는거임,중립
출고가 얼마나 부르려나? 99만 8천원?,공포
이러는겨 깜짝놀래서 봤더니ㅋㅋㅋㅋㅋ,놀람
심장마비로그냥 끝났으면좋겠다,중립
그래도 너무 멋지드라아라앙♡,행복
유재석 오라버니 해피투게더 보는 날이네요,행복
솔직히 삼성 개꼬시다,혐오
밀라요보비치 애엄마 미모가 장난아니네..,놀람
어제 1시간동안 갇혀있다,공포
어쩐지 우리집 순실이가 아침부터 짖더라,놀람
업데이트나 잘해라,분노
그러는 기자양반은 얼마나 기부하시나?,중립
임신동안 사정상 남편혼자 외벌이 했는데 형편이 좀 안좋아요 ..,슬픔
유딩일때 애니 나오고 포켓몬빵 딱지 유행했었는데 이젠 게임까지 와..,놀람
특검 진짜 열일한다,행복
"지 전화업무도 나한테걸라고하지않나,",분노
나의 멘토이자 우상 창정이형 화이팅~~~행복하세요~~~,행복
빙딱들아 됀히 해경 어린애들 골병들게 하지 말고,분노
역시 30대가 가장 많구나 ㅠㅠ,슬픔
최순실 가고 신천지 오냐,공포
새누리 반으로 쪼개지는 일이 남았네.,중립
담주금욜빨리와라 ㅋㅋㅋㅋ,중립
"됐고..소리 들을꺼없고.,..",혐오
0.1%대가 대부분이다.,중립
정년 그대들이 탄핵에 협조한다면 내평생 두번다시는 그대들을 지지하지 않을것이다 !!!!!!!!!!,분노
단순히 저랑 만나서 노는게 잼있어서 이러는건지예전보단 마음이 확실히 열긴했는데계속 이런사이로만 남아질까봐 겁나요,공포
사람도 다치고 동물도 고통스럽고..,슬픔
LG는 진짜 레전드 대우 이따구로 하냐,혐오
나나 연기 개 잘해!!!,행복
참석하지못했지만 순실전자 불매로 지원합니다,행복
흥민아 군대 가야지?????,분노
성적은계속해서떨어지고대학은점점멀어져가고..,공포
인터넷이든 티비든 쉽게 접할수 있는 백종원님 특급 요리비법 덕분에요리가 즐거워지고 있읍니다~~^^,행복
까고있네 이란한테 개발릴것들이,분노
류현진 현역시절 유리베 백업이엿던 터너가 벌써 컷다니..... 몇년이 흐른건가....,놀람
시민안전이 걱정대시면 일단 무단횡단 하는사람들 부터 단속강화하시길...,공포
온통회색빛 인데 진짜 헐이다,놀람
우리 헤어지자.,슬픔
오늘 애엄마가 병원에가서 13주차에 진행하는 정밀초음파를 하던중의사선생님께서 목귀 (투명대)가 6mm정도로 많이 넓다며 부종이 의심된다고대학병원으로 가보라고 하시더라구요.,공포
해병 많이힘드나요??,공포
요즘 한국여자들 진짜 문제많네,혐오
"잘잘못을 따지긴 늦었지만, 쨋든 정부도 책임으로부터 자유롭진 못 하다고 생각함.",혐오
근데 제가 군대에 대해서 뭐 하나도아는게 없거든요?,공포
싸이트에는 연령-무 라고 기재해놓고 전화 했더니 죄송합니다.,슬픔
"중국 어선한테는 찍소리도 못하는데, 국민은 음식도 마음껏 못먹게 하네?",분노
근데 네이버 댓글은 남자가 여자보다 항상 많다,중립
좋겠네 월급올라서~^^,행복
빨갱이 새퀴들이 파란집에 너무 많이 살아서 탈이지.,혐오
아침에 눈뜨면 한숨부터 나와요,슬픔
그럼 대역이 무기징역 사는거냐?,공포
내가 너네를 처음 본순간 심장이 멎어 버려서 죽을 심정 이었단다 ㅜㅜ,놀람
근데 이런거 많이먹으면 아가 황달오나요?,공포
한시간 동안 재밌게 잘 볼게요,행복
이수용 씨 원년 멤버 아니지 않나요?,공포
너무 개판이라 면허있는 사람도 다시 따야할판이다,분노
"친구들이 많은것도아니고,  그친구들도인맥이넓진않은데ㅋㅋ하아....결혼은할수잇겟지?",공포
안경쓰면 원래 안되지않음??,슬픔
손흥민은 진짜 왼쪽에서 플레이할때 살아나는듯,행복
그것도 같은 위치에...,놀람
카센타 사장들 다 고졸,중립
인터넷기사같은 데서 우린 일본 속국이라면서 일부러 어그로 끄는 애들 가끔 있었는데 지금보면 얘네말도 크게 안 틀린거 같다,중립
아 연구대상감이다,중립
아이를 던져서 뇌진탕에라도 걸리면 어쩌려고;;,공포
닥 꼴 언제나 안보려나,혐오
항상 맛있게  넉넉하게  푸짐한 미소까지  행복합니다.,행복
운전대에 손좀 놓으세요,놀람
주댕이만 산 새끼들.,분노
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃기네,행복
세월이 참 빠르네요...,놀람
설현 언플이 심한건 ㅇㅈ하는데 왜 그 많은 언플스타중에 왜 유독 설현만 욕먹는걸까,놀람
운동으로 안된다고요?,놀람
알맹이는 다빠져 나가고 쓰레기들만 남았네..,분노
성희롱같은것도당할수있다고 난 생각함....,공포
삼성이 냉정하긴 냉정하구나,놀람
별로 어려운건 안한거같은데 쉬지도 않고 일해서 그런가;,공포
오바마가 한국대통령이었으면 어떤 동물이 되었을까,중립
젝키는 2030팬이 많아서 돈잘벌겠다~,혐오
앞범버 보조범퍼에 커팅날 해머드릴 장착하고 밀어버리길,혐오
삼성직원들많네 ㅋㅋㅋ,중립
자영압자 장사 안되서 모두 다 죽겨됐음,슬픔
몸조심하세여^^그럼....,행복
"전국에 계신 생다남,생다녀여러분 늘, 감사합니다.",행복
준비 잘해서 좋은 멤버들이랑 데뷔했으면 좋겠다!! 도댕 응원합니다!!,행복
울나라애들이 못받쳐줘서,중립
광규형님과 완선누나가 커플2호가 되고. .,행복
앞으로 그네년 사진 모자이크로 쳐라...역겹고 울화통 터져 꼴보기싫타,분노
지금 당장 키즈수영복이 필요한데 뭘 사야될지 모르겠어요 ㅠㅠㅠ,공포
프로냐고??,놀람
온나라가 합심해서 IS 박멸시킬 방법은 없을까..,혐오
미국 정신차려라 그러다 시빌워 또 난다;;,공포
춥다고?별로 안 춥던데 나가 봉께로..,중립
진짜거짓말안하고나오빠너무좋은데어뜨케이래...ㅠㅠ...,슬픔
연애너무 힘들어요,슬픔
진짜 개한민국이구만 !!!,분노
쿠데타는 전두환한테 배워라..ㅋㅋ 교육비 600억원 터키 쿠데타는 연극 쩐다..,분노
여튼 훈남의정석이다,중립
결국 쿠테타는 각본에의한 무슬람 자자극이네,중립
이게 혹 잘못되거나 병원 꼭 가야하나요?,공포
병원 갔다가 운동을 중단해야 되나요??ㅠㅠ,공포
인생은 우찬이처럼!!!!,슬픔
아하....정말 무슨 이런 개 같은 경우가 있습니까,분노
미ㅣ친 박사모 1O붤 새끼 정말 주겨버리고 싶다,분노
ㅋㅋ.. 보니 삼성이 디자인은 침해했다는 게 맞네 ㅋㅋ 에휴,중립
하아 요즘 우울증도 심각하고;;; ㅋㅋㅋㅋ,슬픔
또 그런 남자를 만날 수 있을지..,슬픔
식당 반찬도 다 추가돈 받으면됨,중립
감사~~,행복
삼성변호사넘들이 보통이 아니니 꼼꼼히준비후 영장청구하세요!!,중립
국책연구원들외국 출장갈때 부인들도 같이 가던데요,중립
와... 돈더내고 쓰레기 사먹었네,분노
마리오 카트할때도 어지러움을 약간 느껴요..왜이런거죠??,슬픔
남이 만든게임을 잘 하는 나라죠..,중립
아님힘들까요?,공포
교대49 분 전아 조아조아조아좌오자와조아조아ㅗ,행복
육아휴직 다 쓰고 애는 어린이집 맡기고 복귀하려했지만...이런 사건이 많아서...육아를 결정했지요...아이의 명복을 빕니다...,슬픔
다이어트 같이하실 키작녀 20대 직장인분들. .. 같이 살빼요? ...154-58 ...,슬픔
야이머저리들아----------,혐오
리퍼트같은 외국인 투수 2명,중립
요즘 왜 TV를 사는 지 모르겠다,놀람
3억년에서 37억년전으로 ㄷㄷ,놀람
이 사건은 과정과 결과가 너무 화나고 분노스럽다.그것이 알고싶다에서 파헤쳐야한다.,분노
삼성 사면 개호구 인증 ㅎㅎ 저걸 왜사,혐오
벌써 시간이 이마이 지나갔나 ㅠ_ㅠ,놀람
가격이 그대로면 혁신이지 ㅎㅎㅎ,중립
박사모 쟤들 끌고 좀 내려와 뭣들허냐... 갱찰들아,분노
하시고는 그 뒤로는 연락이 없네요,슬픔
희망을 주셔서 감사합니다,행복
"이런게 바로 나라 팔아먹는 ""매국""입니다!",분노
발단의 JTBC는 성공했지만 훗 기사는 믿지 않는다.,혐오
바람의검심 찍어버리네..쓰레기 새 기,혐오
헤어진지 5개월 지난 이시점.뭐하고사나 궁금해서 sns들어가보니커플화를 신고 사진을 찍었더라구요.,슬픔
